	movie	rating	release	age_10	age_6	age_3	age_1
246655	X-Men: Apocalypse	6.4	2016-05-18	30.200000000000006	33.76666666666667	34.03333333333334	37.1
246741	What We Do in the Shadows	7.4	2014-06-19	-1	-1	-1	40.5
246860	Clouds of Sils Maria	6.7	2014-08-20	38.379999999999995	31.416666666666668	30.8	50.5
248504	Sharknado 2: The Second One	4.5	2014-07-30	-1	52.050000000000004	46.4	50.4
248507	Superchondriac	5.6	2014-02-26	-1	50.63333333333333	43.0	47.7
248574	Barely Lethal	5.5	2015-04-30	-1	30.150000000000002	23.866666666666664	18.4
249070	Hitman: Agent 47	5.5	2015-08-20	-1	45.0	34.93333333333333	33.9
249164	If I Stay	7.3	2014-08-21	-1	35.166666666666664	19.866666666666667	17.5
249397	Nymphomaniac: Vol. II	6.6	2013-12-25	43.190000000000005	47.23333333333333	44.23333333333333	42.5
249660	God's Not Dead	5.9	2014-03-21	-1	-1	40.166666666666664	55.5
249688	The End of the Tour	7.2	2015-07-31	-1	39.18333333333334	34.03333333333334	35.6
250124	The Diary of a Teenage Girl	6.8	2015-08-07	-1	-1	34.800000000000004	23.4
250219	I Can Quit Whenever I Want	7.5	2014-02-06	-1	42.26666666666666	40.666666666666664	41.8
250349	Barbecue	5.8	2014-04-30	-1	47.35	48.93333333333334	55.8
250538	The Good Lie	7.3	2014-09-09	-1	39.083333333333336	38.800000000000004	38.5
250546	Annabelle	5.5	2014-10-02	-1	45.75	46.300000000000004	30.0
250574	Creep	6.1	2014-06-23	-1	-1	34.86666666666667	37.6
250734	Far from the Madding Crowd	6.9	2015-04-23	-1	31.91666666666667	37.833333333333336	29.9
251516	Kung Fury	7.6	2015-05-22	-1	-1	-1	38.2
251519	Son of Batman	6.8	2014-04-20	-1	-1	42.800000000000004	41.7
252171	A Girl Walks Home Alone at Night	6.9	2014-01-19	-1	-1	-1	29.5
252178	'71	6.6	2014-10-10	-1	32.21666666666667	33.266666666666666	24.2
252512	While We're Young	5.7	2015-04-03	45.63000000000001	43.88333333333333	42.43333333333334	49.4
252607	Junior	5.6	2014-03-12	-1	35.63333333333333	32.666666666666664	22.7
252838	The Wedding Ringer	6.5	2015-01-16	-1	41.95	32.86666666666667	35.6
253306	Housebound	6.5	2014-09-04	-1	-1	53.56666666666666	29.1
253412	Everest	6.7	2015-09-10	40.83	45.51666666666667	42.833333333333336	46.2
253626	Good Kill	5.9	2015-04-09	-1	44.63333333333333	36.06666666666666	44.5
254128	San Andreas	6.0	2015-05-27	-1	41.46666666666667	38.699999999999996	43.1
254172	Fathers and Daughters	7.2	2015-10-01	-1	37.98333333333334	39.13333333333333	29.8
254191	Honeymoon	5.5	2014-09-12	-1	-1	-1	27.6
254302	High-Rise	5.4	2015-11-22	-1	42.03333333333333	45.29999999999999	34.8
254320	The Lobster	6.8	2015-10-08	-1	40.4	38.43333333333333	39.4
254375	Hector and the Search for Happiness	6.9	2014-08-14	-1	55.98333333333333	40.63333333333333	44.5
254470	Pitch Perfect 2	6.8	2015-05-07	31.300000000000004	28.61666666666667	27.8	29.8
254473	Brick Mansions	5.8	2014-04-22	-1	45.199999999999996	42.13333333333333	40.6
254474	Zombeavers	4.8	2014-10-20	-1	35.666666666666664	26.7	29.7
254904	The November Man	6.0	2014-08-27	40.769999999999996	46.18333333333333	40.49999999999999	61.3
255343	Escobar: Paradise Lost	6.1	2014-10-11	-1	-1	31.96666666666667	47.7
256274	As Above, So Below	6.2	2014-08-14	-1	28.75	30.833333333333332	28.7
256591	Focus	6.7	2015-02-25	-1	47.300000000000004	36.86666666666667	46.4
256835	Toy Story That Time Forgot	6.8	2014-12-02	-1	58.13333333333333	57.366666666666674	58.4
256917	The Water Diviner	6.8	2014-12-25	-1	38.26666666666667	44.366666666666674	50.8
256961	Paul Blart: Mall Cop 2	5.0	2015-04-16	42.05	37.38333333333333	37.56666666666666	50.0
257088	Point Break	5.5	2015-12-03	-1	42.050000000000004	31.700000000000003	38.7
257091	Get Hard	5.9	2015-03-26	-1	42.81666666666666	38.56666666666667	47.7
257211	The Intern	7.1	2015-09-24	-1	45.0	55.56666666666666	72.2
257344	Pixels	5.6	2015-07-16	43.11	40.766666666666666	44.76666666666666	48.9
257445	Goosebumps	6.1	2015-08-05	32.230000000000004	29.76666666666667	27.599999999999998	46.0
258216	Nymphomaniac: Vol. I	6.8	2013-12-25	-1	40.63333333333333	42.699999999999996	42.5
258230	A Monster Calls	6.8	2016-10-07	-1	47.550000000000004	38.13333333333333	14.4
258480	Carol	7.3	2015-11-20	-1	38.666666666666664	42.46666666666667	46.6
258489	The Legend of Tarzan	5.6	2016-06-29	-1	52.1	41.9	39.9
258509	Alvin and the Chipmunks: The Road Chip	5.7	2015-12-17	34.370000000000005	32.68333333333333	33.833333333333336	45.7
259018	Behaving Badly	4.9	2014-04-14	35.730000000000004	36.300000000000004	30.233333333333334	19.3
259316	Fantastic Beasts and Where to Find Them	7.2	2016-11-16	43.42	43.666666666666664	37.36666666666667	34.9
259693	The Conjuring 2	7.0	2016-05-13	-1	43.133333333333326	33.099999999999994	42.9
259694	How to Be Single	5.9	2016-01-21	-1	31.866666666666664	31.76666666666667	26.3
259695	Live by Night	6.2	2016-12-25	45.55	40.13333333333333	41.63333333333333	44.4
260346	Taken 3	6.1	2014-12-16	48.970000000000006	47.43333333333334	49.13333333333333	62.6
260514	Cars 3	6.7	2017-06-15	50.36	49.01666666666666	51.03333333333333	48.6
261023	Black Mass	6.3	2015-09-04	41.099999999999994	43.38333333333333	44.23333333333333	52.3
261392	American Ultra	6.0	2015-08-19	45.1	39.63333333333333	31.46666666666667	31.9
262391	Serial (Bad) Weddings	6.9	2014-04-16	-1	47.51666666666667	56.1	62.0
262500	Insurgent	6.2	2015-03-18	33.07000000000001	31.46666666666667	31.066666666666666	23.4
262504	Allegiant	5.9	2016-03-09	35.81	30.233333333333334	27.599999999999998	24.3
262543	Automata	5.6	2014-10-09	53.79	53.31666666666667	46.666666666666664	54.2
262551	Babysitting	6.9	2014-04-16	-1	-1	42.73333333333333	27.1
262841	Monster Trucks	6.0	2016-12-21	45.83	45.083333333333336	33.5	26.4
263109	Shaun the Sheep Movie	6.9	2015-02-05	-1	-1	49.9	49.4
263115	Logan	7.6	2017-02-28	-1	49.83333333333332	53.53333333333333	48.4
263472	Knock Knock	4.9	2015-06-26	-1	38.349999999999994	34.6	50.8
264644	Room	8.1	2015-10-16	-1	44.63333333333333	31.433333333333337	26.1
264656	The Homesman	6.4	2014-05-18	46.3	49.5	45.166666666666664	39.8
264660	Ex Machina	7.6	2015-01-21	-1	-1	31.3	31.7
264999	Magic Mike XXL	6.2	2015-07-01	-1	41.11666666666667	37.13333333333333	35.2
265177	Mommy	8.2	2014-05-22	-1	-1	38.53333333333333	53.6
265180	Leviathan	7.4	2014-09-24	-1	-1	-1	50.3
265189	Force Majeure	6.8	2014-08-15	-1	-1	32.199999999999996	34.9
265195	Wild Tales	7.7	2014-08-21	-1	-1	52.43333333333334	57.6
265208	Wild Card	5.4	2015-01-14	43.96	38.61666666666667	37.36666666666667	47.5
266285	The Salvation	6.2	2014-05-22	-1	46.28333333333333	43.5	48.5
266294	Sisters	5.9	2015-12-18	43.980000000000004	40.45	47.1	45.6
266396	The Gunman	5.6	2015-02-16	-1	48.31666666666666	44.76666666666667	54.5
266647	Pan	5.9	2015-09-24	34.7	31.3	30.366666666666664	13.0
266856	The Theory of Everything	7.8	2014-11-26	-1	42.15	32.0	32.9
267193	Grimsby	5.8	2016-02-24	44.26	48.083333333333336	45.699999999999996	44.4
267860	London Has Fallen	5.8	2016-03-02	-1	60.15	57.699999999999996	46.3
267935	The BFG	6.0	2016-06-01	-1	42.13333333333333	34.13333333333333	11.9
268238	The Second Best Exotic Marigold Hotel	6.3	2015-02-26	-1	63.15	56.9	24.9
268531	Captain Underpants: The First Epic Movie	6.2	2017-06-01	-1	38.88333333333333	38.86666666666667	37.9
268920	Hot Pursuit	5.4	2015-05-08	-1	40.9	39.6	39.2
269148	Samba	6.4	2014-10-15	-1	40.9	37.8	36.8
269149	Zootopia	7.7	2016-02-11	46.459999999999994	45.366666666666674	41.300000000000004	37.8
269795	2:22	5.6	2017-06-29	-1	43.06666666666666	32.6	36.0
270010	A Hologram for the King	5.8	2016-04-22	-1	-1	52.300000000000004	59.8
270302	The Riot Club	5.9	2014-09-19	-1	27.233333333333334	26.433333333333334	28.9
270303	It Follows	6.6	2015-02-04	-1	-1	23.03333333333333	21.7
270487	Hail, Caesar!	5.8	2016-02-05	-1	44.78333333333333	43.0	48.0
270946	Penguins of Madagascar	6.4	2014-11-22	-1	43.26666666666667	50.166666666666664	50.3
271110	Captain America: Civil War	7.1	2016-04-27	39.6	39.85	39.13333333333333	34.9
271674	Suite Française	7.2	2014-11-05	42.17	41.583333333333336	41.86666666666667	34.2
271714	Love & Mercy	7.3	2015-05-29	-1	37.95	42.666666666666664	31.0
271718	Trainwreck	5.8	2015-07-17	39.81	40.26666666666666	32.333333333333336	34.1
271969	Ben-Hur	5.4	2016-08-17	38.470000000000006	37.46666666666667	36.26666666666667	33.7
272693	The DUFF	6.7	2015-02-20	33.120000000000005	27.133333333333336	23.666666666666668	26.7
272878	Max	6.8	2015-06-26	-1	36.983333333333334	43.53333333333333	55.1
273248	The Hateful Eight	7.6	2015-12-25	-1	56.18333333333333	61.93333333333333	67.1
273271	Time Lapse	6.4	2014-05-24	-1	-1	41.23333333333333	26.7
273477	Scouts Guide to the Zombie Apocalypse	6.2	2015-10-23	-1	38.333333333333336	31.96666666666667	19.0
273481	Sicario	7.2	2015-09-17	-1	43.333333333333336	42.93333333333334	32.6
273895	Selma	7.4	2014-12-25	46.17999999999999	50.21666666666666	48.9	38.8
274167	Daddy's Home	5.9	2015-12-25	-1	40.5	44.53333333333333	48.5
274479	Joy	6.4	2015-12-24	50.17999999999999	42.23333333333333	46.26666666666667	25.4
274854	The Last Witch Hunter	5.7	2015-10-21	-1	39.833333333333336	37.266666666666666	48.3
274855	Geostorm	5.7	2017-10-13	-1	48.29999999999999	42.06666666666666	47.9
274857	King Arthur: Legend of the Sword	6.5	2017-04-27	-1	43.85	37.46666666666667	37.1
274870	Passengers	6.7	2016-12-21	-1	-1	37.266666666666666	26.4
275601	Ricki and the Flash	5.7	2015-07-10	-1	44.26666666666666	55.29999999999999	66.1
276907	Legend	6.7	2015-09-09	40.85	43.01666666666667	38.800000000000004	38.0
277216	Straight Outta Compton	7.7	2015-08-13	-1	28.016666666666666	26.633333333333336	24.5
277217	Descendants	6.7	2015-07-31	-1	23.933333333333334	19.099999999999998	19.6
277355	Everly	5.2	2015-01-23	-1	48.4	49.46666666666666	48.4
277547	Playing It Cool	5.7	2014-09-26	36.870000000000005	34.1	34.03333333333333	33.3
277558	Final Girl	5.0	2015-04-14	-1	25.416666666666668	26.2	19.0
277685	Unfriended	5.5	2015-04-17	-1	-1	27.666666666666668	28.3
277834	Moana	7.3	2016-11-23	-1	40.583333333333336	38.833333333333336	16.0
278154	Ice Age: Collision Course	5.6	2016-06-23	45.89	47.5	56.46666666666667	58.5
278236	X+Y	6.6	2015-03-13	-1	31.116666666666664	29.633333333333336	18.0
278924	Mechanic: Resurrection	5.4	2016-08-25	-1	-1	51.5	49.1
278927	The Jungle Book	6.8	2016-04-07	50.529999999999994	49.71666666666666	50.06666666666666	12.3
279229	Sapphire Blue	7.0	2014-08-14	39.65	37.48333333333333	24.166666666666668	21.5
279641	Whiskey Tango Foxtrot	6.1	2016-03-04	-1	47.31666666666666	44.03333333333333	45.8
280092	Insidious: Chapter 3	6.2	2015-06-04	-1	45.5	47.26666666666667	51.6
280996	Mr. Holmes	6.5	2015-06-19	-1	53.03333333333333	54.666666666666664	76.1
281338	War for the Planet of the Apes	6.7	2017-07-11	-1	45.56666666666666	53.0	53.3
281957	The Revenant	7.3	2015-12-25	-1	36.583333333333336	33.833333333333336	41.1
282035	The Mummy	5.4	2017-06-06	-1	45.416666666666664	46.96666666666667	55.0
282813	The Pyramid	4.7	2014-12-04	-1	-1	35.4	26.0
282984	Irrational Man	6.3	2015-07-17	-1	36.300000000000004	30.46666666666667	40.7
283227	A Little Chaos	6.0	2014-09-13	52.42	48.18333333333334	53.833333333333336	39.0
283235	99 Homes	6.8	2014-10-09	-1	45.46666666666667	39.7	31.2
283350	Before We Go	6.5	2014-09-11	-1	42.333333333333336	31.8	33.3
283366	Miss Peregrine's Home for Peculiar Children	6.6	2016-09-28	-1	49.98333333333333	41.199999999999996	36.3
283378	Fallen	5.9	2016-11-10	-1	24.849999999999998	25.066666666666663	25.4
283445	Sinister 2	5.5	2015-08-19	-1	-1	36.266666666666666	36.9
283552	The Light Between Oceans	7.0	2016-09-02	-1	49.68333333333334	37.93333333333333	39.4
283587	Beasts of No Nation	7.6	2015-09-11	-1	-1	-1	43.0
283995	Guardians of the Galaxy Vol. 2	7.6	2017-04-19	47.660000000000004	46.550000000000004	41.699999999999996	37.9
284052	Doctor Strange	7.2	2016-10-25	-1	45.0	39.199999999999996	40.3
284053	Thor: Ragnarok	7.5	2017-10-25	48.3	43.96666666666667	39.800000000000004	34.2
284276	Cake	6.1	2014-09-07	41.99	47.93333333333334	46.4	45.6
284293	Still Alice	7.5	2014-12-05	-1	38.71666666666667	45.13333333333333	54.0
284296	Top Five	6.3	2014-12-12	41.760000000000005	41.583333333333336	45.166666666666664	49.9
284303	Goodnight Mommy	6.6	2014-08-29	-1	-1	-1	34.9
284427	Who Am I	7.7	2014-09-25	-1	40.28333333333333	35.800000000000004	32.6
284536	The Gambler	5.7	2014-12-25	-1	55.85	43.800000000000004	43.6
284564	31	4.9	2016-09-15	-1	59.70000000000001	62.56666666666666	46.0
284674	Air	4.8	2015-08-14	-1	-1	46.9	46.6
284689	Testament of Youth	7.2	2014-10-14	39.21	33.38333333333333	26.23333333333333	26.0
285783	The Walk	6.9	2015-09-30	-1	42.666666666666664	45.166666666666664	34.6
285923	Grindhouse	6.8	2007-04-06	33.61	33.96666666666667	37.46666666666667	56.1
286192	Lava	7.3	2015-06-21	-1	-1	-1	-1
286217	The Martian	7.6	2015-09-30	42.64	47.083333333333336	41.86666666666667	45.0
286554	Two Night Stand	6.4	2014-09-26	-1	32.18333333333333	27.666666666666668	25.9
286565	Paper Towns	6.1	2015-06-18	-1	20.849999999999998	21.099999999999998	20.5
286567	Max Steel	5.1	2016-10-14	-1	-1	36.733333333333334	22.3
287424	Maggie	5.2	2015-05-08	-1	-1	45.76666666666667	67.8
287495	Labyrinth of Lies	7.3	2014-09-06	-1	44.36666666666667	33.73333333333333	33.5
287903	Krampus	5.9	2015-11-26	-1	33.93333333333334	39.93333333333334	42.7
287948	The Transporter Refueled	5.3	2015-09-03	-1	36.93333333333334	38.86666666666667	32.5
288036	Sleeping with Other People	6.2	2015-06-26	38.67	38.166666666666664	38.199999999999996	39.8
288158	The Woman in Black 2: Angel of Death	5.0	2014-12-30	-1	-1	42.56666666666667	46.4
289222	The Zookeeper's Wife	7.2	2017-03-31	-1	40.75	37.666666666666664	40.0
289727	The Rewrite	5.9	2014-06-15	-1	49.78333333333333	43.5	53.8
290098	The Handmaiden	8.2	2016-06-01	-1	40.06666666666667	32.56666666666666	34.3
290250	The Nice Guys	7.0	2016-05-15	-1	32.61666666666667	34.333333333333336	52.1
290542	You're Not You	7.3	2014-10-10	-1	39.76666666666667	36.7	40.2
290595	The Huntsman: Winter's War	6.1	2016-04-06	36.42	37.416666666666664	35.5	32.7
290637	Pay the Ghost	5.1	2015-09-16	-1	49.699999999999996	46.76666666666667	51.7
290751	Secret in Their Eyes	6.2	2015-10-14	-1	44.949999999999996	44.9	38.3
290762	Miss You Already	7.2	2015-09-12	-1	45.63333333333333	40.266666666666666	40.6
290764	Tracers	5.9	2015-01-15	-1	35.61666666666667	29.633333333333336	28.6
291270	Anomalisa	7.0	2015-12-30	-1	-1	57.166666666666664	52.8
291272	We Are Still Here	5.6	2015-06-05	-1	-1	51.73333333333333	56.5
291805	Now You See Me 2	6.7	2016-06-02	45.85999999999999	54.93333333333333	45.4	32.7
291870	Dirty Grandpa	5.7	2016-01-21	41.85	38.9	42.76666666666667	28.3
292040	Spooks: The Greater Good	5.9	2015-04-11	-1	38.35	45.03333333333333	61.5
292280	The Bye Bye Man	5.1	2017-01-12	-1	37.9	28.03333333333333	31.6
292431	Love	5.3	2015-07-06	-1	-1	34.9	26.6
293167	Kong: Skull Island	6.2	2017-03-08	41.92	46.18333333333334	43.96666666666667	36.1
293299	Feast	8.0	2014-11-07	-1	-1	41.76666666666667	30.6
293310	Citizenfour	7.8	2014-10-10	-1	41.050000000000004	44.03333333333334	31.3
293646	The 33	6.0	2015-08-06	51.21	50.699999999999996	48.800000000000004	55.0
293660	Deadpool	7.4	2016-02-09	-1	41.70000000000001	36.300000000000004	39.3
293670	The Wailing	7.2	2016-05-12	-1	42.96666666666667	38.93333333333334	42.0
293768	Kidnap	6.0	2017-08-04	-1	-1	48.800000000000004	51.0
293863	The Age of Adaline	7.4	2015-04-16	47.92	51.75	44.76666666666667	27.7
293970	The Final Girls	6.6	2015-10-09	-1	28.149999999999995	28.466666666666665	21.2
294016	Trumbo	7.2	2015-10-27	52.99000000000001	51.666666666666664	60.26666666666667	59.7
294254	Maze Runner: The Scorch Trials	6.4	2015-09-09	38.08	37.21666666666667	24.333333333333332	24.1
294272	Pete's Dragon	6.2	2016-08-10	-1	45.61666666666667	39.233333333333334	35.5
294652	Son of a Gun	6.1	2014-10-16	-1	39.583333333333336	31.633333333333336	43.6
294963	Bone Tomahawk	6.6	2015-10-23	-1	48.699999999999996	52.06666666666666	64.6
295693	The Boss Baby	6.2	2017-03-23	-1	50.78333333333334	54.03333333333334	59.0
295699	Everybody Wants Some!!	6.3	2016-03-30	-1	26.55	26.900000000000002	23.6
295964	Burnt	6.3	2015-10-02	-1	38.35	33.699999999999996	40.8
296096	Me Before You	7.6	2016-06-02	-1	44.5	38.233333333333334	29.6
296098	Bridge of Spies	7.2	2015-10-15	-1	54.166666666666664	53.666666666666664	59.3
296099	Vacation	6.1	2015-07-28	-1	31.91666666666667	34.733333333333334	41.5
296100	The Night Before	6.1	2015-11-20	36.92	34.333333333333336	34.86666666666667	34.8
296524	Deepwater Horizon	6.5	2016-09-29	-1	44.76666666666667	57.93333333333334	45.4
297222	PK	7.6	2014-12-18	-1	-1	35.1	49.8
297270	Tinker Bell and the Legend of the NeverBeast	6.9	2014-12-12	35.989999999999995	34.583333333333336	32.9	36.6
297556	Justice League: Throne of Atlantis	6.6	2015-01-27	-1	39.483333333333334	41.199999999999996	44.0
297608	The Taking of Deborah Logan	6.0	2014-10-21	-1	-1	50.133333333333326	54.1
297761	Suicide Squad	5.9	2016-08-02	37.269999999999996	39.449999999999996	36.9	47.9
297762	Wonder Woman	7.2	2017-05-30	-1	46.88333333333333	40.03333333333334	32.1
298250	Jigsaw	5.9	2017-10-20	-1	44.083333333333336	46.699999999999996	33.1
298312	The Visit	6.1	2015-09-10	-1	43.23333333333333	24.3	17.4
298382	The Dressmaker	7.0	2015-10-01	-1	44.04999999999999	40.53333333333333	40.0
299245	The Gallows	4.9	2015-07-10	-1	-1	-1	22.0
299687	The 5th Wave	5.6	2016-01-14	-1	30.833333333333332	21.76666666666667	18.9
300669	Don't Breathe	6.7	2016-08-25	-1	-1	36.86666666666667	26.7
300671	13 Hours: The Secret Soldiers of Benghazi	7.0	2016-01-13	-1	41.833333333333336	40.03333333333333	37.7
300673	The Finest Hours	6.3	2016-01-25	38.970000000000006	39.03333333333333	37.06666666666667	35.4
301351	We Are Your Friends	6.3	2015-08-26	30.340000000000003	29.633333333333336	29.7	27.9
301365	The Neon Demon	6.4	2016-06-08	35.730000000000004	31.2	25.76666666666667	18.2
301804	Before I Wake	6.2	2016-04-07	37.589999999999996	38.38333333333333	30.0	33.3
301875	Equals	5.9	2015-07-15	-1	36.800000000000004	32.9	25.6
302156	Criminal	5.8	2016-04-14	45.71	51.21666666666667	63.0	61.3
302401	Snowden	7.0	2016-09-15	40.42	42.483333333333334	38.833333333333336	35.6
302688	My Big Fat Greek Wedding 2	5.5	2016-03-23	50.33	41.53333333333333	42.300000000000004	54.9
302699	Central Intelligence	6.2	2016-06-15	-1	40.36666666666667	42.6	44.2
302946	The Accountant	6.9	2016-10-14	-1	53.26666666666666	45.73333333333333	44.2
303857	Dragon Ball Z: Resurrection 'F'	6.8	2015-04-18	-1	63.43333333333334	65.33333333333333	78.5
303858	Money Monster	6.5	2016-05-12	-1	43.28333333333333	43.166666666666664	55.1
303991	Demolition	6.6	2016-04-06	-1	51.48333333333333	49.23333333333333	35.3
304357	Woman in Gold	7.3	2015-04-10	43.019999999999996	45.36666666666667	45.96666666666667	69.8
304410	The Bélier Family	7.0	2014-12-17	-1	33.25000000000001	36.300000000000004	18.1
305470	Power Rangers	6.3	2017-03-23	-1	32.55	22.0	23.9
305932	Expelled	6.1	2014-12-12	-1	-1	20.900000000000002	20.3
306819	The Danish Girl	7.4	2015-11-27	-1	42.28333333333333	33.03333333333333	33.9
306947	The Invitation	6.5	2015-08-05	-1	42.1	37.2	34.1
306952	Naomi and Ely's No Kiss List	5.8	2015-09-18	-1	-1	25.166666666666668	22.6
307081	Southpaw	7.3	2015-06-15	-1	36.13333333333333	41.699999999999996	34.5
307663	Vice	4.1	2015-01-16	-1	42.73333333333333	36.36666666666667	26.5
308032	The Stanford Prison Experiment	6.7	2015-07-17	28.130000000000003	28.95	32.5	47.1
308266	War Dogs	6.8	2016-08-17	-1	40.71666666666666	30.166666666666668	29.5
308369	Me and Earl and the Dying Girl	7.6	2015-06-12	-1	34.916666666666664	21.8	23.7
308504	Last Knights	6.2	2015-04-03	-1	53.0	55.96666666666667	50.5
308531	Teenage Mutant Ninja Turtles: Out of the Shadows	5.8	2016-06-01	37.97	37.76666666666667	37.1	30.1
308639	Dope	7.2	2015-06-19	-1	31.96666666666667	22.433333333333337	21.5
309245	Mistress America	6.5	2015-08-14	-1	33.61666666666667	36.333333333333336	32.0
309809	The Little Prince	7.6	2015-07-29	-1	45.73333333333333	49.56666666666666	65.7
309886	Blood Father	6.2	2016-08-11	-1	47.85	49.73333333333333	60.6
310126	Il ricco, il povero e il maggiordomo	5.5	2014-12-11	-1	58.583333333333336	57.56666666666666	56.2
310131	The Witch	6.4	2016-02-19	-1	45.916666666666664	36.766666666666666	19.9
310133	Cop Car	5.7	2015-08-07	-1	-1	52.73333333333333	57.1
310135	Turbo Kid	6.7	2015-08-14	-1	-1	40.1	25.1
310307	The Founder	7.0	2016-11-24	-1	47.86666666666667	55.03333333333333	65.3
310593	Youth	6.7	2015-05-20	-1	56.61666666666667	67.83333333333333	82.2
311291	45 Years	6.3	2015-08-28	-1	60.58333333333332	71.13333333333333	69.6
311324	The Great Wall	5.8	2016-12-16	40.72	47.5	45.333333333333336	46.2
